HPO,Name,Base term frequency,Propagated frequency
HP:0001558,Decreased fetal movement,0.003045566,0.003096915
HP:0005135,Abnormal T-wave,0.001955244,0.003090913
HP:0100276,Skin pit,7.34E-05,0.003089579
HP:0030914,Abnormal peristalsis,5.27E-05,0.003089579
HP:0001562,Oligohydramnios,0.00308091,0.00308091
HP:0030853,Heterotaxy,0.000674866,0.003079576
HP:0200120,Chronic active hepatitis,0.003074908,0.003074908
HP:0030188,Tremor by anatomical site,0,0.003074241
HP:0030731,Carcinoma,0.003065572,0.003065572
HP:0003712,Skeletal muscle hypertrophy,0.000198058,0.00305757
HP:0001636,Tetralogy of Fallot,0.003019558,0.003019558
HP:0004404,Abnormal nipple morphology,1.73E-05,0.003018892
HP:0032077,Male urethral meatus stenosis,0.003000886,0.003000886
HP:0002555,Absent pubic hair,0.002974879,0.002974879
HP:0012538,Gluten intolerance,0.002972878,0.002972878
HP:0002071,Abnormality of extrapyramidal motor function,0.000168716,0.002958874
HP:0005972,Respiratory acidosis,0.002956206,0.00295754
HP:0011130,Abnormal renal calyx morphology,0,0.002948871
HP:0100581,Dilatation of renal calices,0.002948871,0.002948871
HP:0011767,Abnormality of the parathyroid physiology,1.27E-05,0.002947537
HP:0020084,Carbuncle,0.00294687,0.00294687
HP:0012398,Peripheral edema,0.002926198,0.002926198
HP:0100685,Abnormal Sharpey fiber morphology,0,0.002925531
HP:0001159,Syndactyly,0.002496737,0.002921529
HP:0032446,Pulmonary bulla,0.002918195,0.002918195
HP:0100277,Periauricular skin pits,1.53E-05,0.002917528
HP:0004467,Preauricular pit,0.002915528,0.002915528
HP:0001067,Neurofibromas,0.002896856,0.002915528
HP:0000498,Blepharitis,0.002636779,0.002904858
HP:0001269,Hemiparesis,0.002902857,0.002902857
HP:0011286,Total colonic aganglionosis,0.002902857,0.002902857
HP:0003040,Arthropathy,0.002130629,0.002900857
HP:0010286,Abnormal salivary gland morphology,4.47E-05,0.00290019
HP:0000619,Impaired convergence,0.00290019,0.00290019
HP:0012432,Chronic fatigue,0.002897522,0.002897522
HP:0010741,Pedal edema,0.002880851,0.002896189
HP:0000768,Pectus carinatum,0.002882851,0.002882851
HP:0003095,Septic arthritis,0.002882185,0.002882185
HP:0033195,Perianal erythema,0.002873515,0.002873515
HP:0100771,Hypoperistalsis,0.000398118,0.002866847
HP:0030799,Scaphocephaly,0.002864846,0.002864846
HP:0032169,Severe infection,0.002740809,0.002863512
HP:0100686,Enthesitis,0.002862179,0.002862179
HP:0002592,Gastric ulcer,0.002856177,0.002856177
HP:0012438,Abnormal gallbladder physiology,0,0.002851509
HP:0030186,Kinetic tremor,0.000984958,0.002847508
HP:0008321,Reduced factor X activity,0.002838172,0.002838172
HP:0012592,Albuminuria,0.000171384,0.002838172
HP:0001844,Abnormality of the hallux,1.33E-06,0.002827502
HP:0025313,Exophoria,0.002827502,0.002827502
HP:0030842,Choking episodes,0.002814831,0.002814831
HP:0000520,Proptosis,0.002745477,0.002790824
HP:0033117,Duodenitis,0.002784822,0.002784822
HP:0012780,Neoplasm of the ear,2.07E-05,0.002784156
HP:0010297,Bifid tongue,0.002783489,0.002783489
HP:0010948,Abnormality of the fetal cardiovascular system,0,0.00277682
HP:0001399,Hepatic failure,0.002762149,0.002775486
HP:0032007,Maceration,0.002772819,0.002772819
HP:0007495,Prematurely aged appearance,6.67E-07,0.002768818
HP:0100615,Ovarian neoplasm,0.002555421,0.002767484
HP:0000158,Macroglossia,0.002756814,0.002758148
HP:0011147,Typical absence seizure,0.00275548,0.002757481
HP:0100498,Deviation of toes,1.40E-05,0.002752813
HP:0004626,Lumbar scoliosis,0.002737475,0.002746811
HP:0030872,Abnormal cardiac ventricular function,4.00E-06,0.002746811
HP:0012594,Moderate albuminuria,0.002740143,0.002740143
HP:0030084,Clinodactyly,0.002724805,0.002736808
HP:0002580,Volvulus,0.00273214,0.00273214
HP:0004904,Maturity-onset diabetes of the young,0.002718803,0.002718803
HP:0004798,Recurrent infection of the gastrointestinal tract,0.001816536,0.002718136
HP:0000264,Abnormality of the mastoid,0,0.002712801
HP:0000265,Mastoiditis,0.002712134,0.002712134
HP:0031469,Low self esteem,0.002712134,0.002712134
HP:0002180,Neurodegeneration,0.002707466,0.002707466
HP:0001082,Cholecystitis,0.002700131,0.002700131
HP:0000031,Epididymitis,0.002699464,0.002699464
HP:0002380,Fasciculations,0.002635445,0.002697463
HP:0100832,Vitreous floaters,0.002655451,0.002681459
HP:0031418,Increased body mass index,0.002679458,0.002679458
HP:0002232,Patchy alopecia,0.002678791,0.002678791
HP:0002378,Hand tremor,0.00267479,0.00267479
HP:0001670,Asymmetric septal hypertrophy,0.002667454,0.002667454
HP:0010051,Deviation of the hallux,1.33E-06,0.002666788
HP:0001803,Nail pits,0.002664787,0.002664787
HP:0006380,Knee flexion contracture,0.002662786,0.002662786
HP:0000095,Abnormality of renal glomerulus morphology,0,0.002661453
HP:0031263,Abnormal renal corpuscle morphology,0,0.002661453
HP:0000316,Hypertelorism,0.002656118,0.002656118
HP:0002894,Neoplasm of the pancreas,0.002460727,0.002654117
HP:0000369,Low-set ears,0.002600768,0.002652783
HP:0100678,Premature skin wrinkling,0.002646115,0.002649449
HP:0003113,Hypochloremia,0.002646115,0.002646115
HP:0010989,Abnormality of the intrinsic pathway,0,0.002625442
HP:0001822,Hallux valgus,0.002620107,0.002620107
HP:0001878,Hemolytic anemia,0.002557422,0.002610104
HP:0011895,Anemia due to reduced life span of red cells,0,0.002610104
HP:0011003,High myopia,0.002610104,0.002610104
HP:0001133,Constriction of peripheral visual field,0.000286751,0.00260877
HP:0001650,Aortic valve stenosis,0.002595433,0.002606103
HP:0031983,Abnormal pulmonary thoracic imaging finding,0,0.002603436
HP:0001063,Acrocyanosis,0.002600101,0.002600101
HP:0031473,Hostility,0.002596767,0.002596767
HP:0006689,Bacterial endocarditis,0.002595433,0.002595433
HP:0003677,Slow progression,0.002590098,0.002590098
HP:0000666,Horizontal nystagmus,0.002444055,0.002586764
HP:0008629,Pulsatile tinnitus,0.002586764,0.002586764
HP:0100807,Long fingers,0.001604474,0.002584763
HP:0032242,Cervical intraepithelial neoplasia,0.00258343,0.00258343
HP:0002536,Abnormal cortical gyration,3.40E-05,0.002570092
HP:0005988,Congenital muscular torticollis,0.002560089,0.002560089
HP:0031592,Situs inversus with levocardia,0.002555421,0.002555421
HP:0008678,Renal hypoplasia/aplasia,9.34E-06,0.002550753
HP:0000211,Trismus,0.002550086,0.002550086
HP:0007376,Abnormality of the choroid plexus,6.67E-07,0.00254942
HP:0011171,Simple febrile seizure,0.002546752,0.002546752
HP:0001581,Recurrent skin infections,0.000624851,0.002536749
HP:0031838,Presence of xenobiotic,0,0.002524079
HP:0410172,Blood xenobiotic,0,0.002523412
HP:0410399,Positive blood lead test,0.002523412,0.002523412
HP:0025312,Esophoria,0.00251741,0.00251741
HP:0001850,Abnormality of the tarsal bones,0,0.002509408
HP:0001582,Redundant skin,0.002360697,0.002506073
HP:0000243,Trigonocephaly,0.002492069,0.002492069
HP:0006562,Viral hepatitis,0.002488068,0.002490069
HP:0031857,Ineffective esophageal peristalsis,8.00E-06,0.002484067
HP:0025231,Abnormality of synovial bursa morphology,0,0.002482733
HP:0025232,Bursitis,0.002482733,0.002482733
HP:0025633,Abnormal ureter morphology,6.67E-07,0.002478732
HP:0002571,Achalasia,0.002478065,0.002478065
HP:0002718,Recurrent bacterial infections,0.00019339,0.002474064
HP:0012200,Abnormality of prothrombin,0,0.00247273
HP:0032199,Abnormal prothrombin time,0.000240738,0.00247273
HP:0012874,Abnormal male reproductive system physiology,0,0.002446723
HP:0002300,Mutism,0.002446723,0.002446723
HP:0005231,Chronic gastritis,0.002402043,0.002446056
HP:0000610,Abnormal choroid morphology,6.67E-06,0.002433385
HP:0007678,Lacrimal duct stenosis,0.002431385,0.002431385
HP:0025573,Mild myopia,0.002430718,0.002430718
HP:0001644,Dilated cardiomyopathy,0.002417381,0.002417381
HP:0031996,Inspiratory crackles,0.002417381,0.002417381
HP:0005280,Depressed nasal bridge,0.002416047,0.002416047
HP:0002359,Frequent falls,0.002414713,0.002414713
HP:0000541,Retinal detachment,0.002412046,0.002413379
HP:0100767,Abnormal placenta morphology,6.34E-05,0.002409378
HP:0003302,Spondylolisthesis,0.002404043,0.002404043
HP:0032679,Focal non-motor seizure,2.67E-06,0.002403376
HP:0100271,Hyponasal speech,0.002401376,0.002401376
HP:0000869,Secondary amenorrhea,0.002399375,0.002399375
HP:0031217,Hot flashes,0.002399375,0.002399375
HP:0005616,Accelerated skeletal maturation,0.002378703,0.002378703
HP:0000262,Turricephaly,0.002306681,0.002378036
HP:0007994,Peripheral visual field loss,0.002376702,0.002376702
HP:0010827,Abnormality of the seventh cranial nerve,1.33E-06,0.002362698
HP:0010628,Facial palsy,0.002175976,0.002361364
HP:0002518,Abnormality of the periventricular white matter,3.53E-05,0.00236003
HP:0005547,Myeloproliferative disorder,0.000217398,0.002359363
HP:0004307,Abnormal anatomic location of the heart,6.67E-07,0.00234736
HP:0005952,Decreased pulmonary function,0.002314017,0.002314017
HP:0005973,Fructose intolerance,0.002314017,0.002314017
HP:0011033,Impairment of fructose metabolism,0,0.002314017
HP:0003304,Spondylolysis,0.002309349,0.002309349
HP:0100799,Neoplasm of the middle ear,2.67E-06,0.002306681
HP:0009797,Cholesteatoma,0.002304681,0.002304681
HP:0004944,Dilatation of the cerebral artery,0.002268003,0.002303347
HP:0006970,Periventricular leukomalacia,0.002302013,0.002302013
HP:0011327,Posterior plagiocephaly,0.002298679,0.002298679
HP:0002871,Central apnea,0.002296011,0.002296011
HP:0041218,Fractured distal phalanx,0.002295345,0.002295345
HP:0004890,Elevated pulmonary artery pressure,0.000236737,0.002290677
HP:0000410,Mixed hearing impairment,0.002288009,0.002288009
HP:0010816,Epidermal nevus,0.001076985,0.002282007
HP:0005293,Venous insufficiency,0.000126704,0.00227934
HP:0001686,Loss of voice,0.002267336,0.002267336
HP:0011157,Focal sensory seizure,0.000118035,0.002264669
HP:0005556,Abnormality of the metopic suture,1.33E-06,0.002259334
HP:0010314,Premature thelarche,0.002258667,0.002258667
HP:0000131,Uterine leiomyoma,0.002257333,0.002257333
HP:0030065,Primitive neuroectodermal tumor,0.000295421,0.002253332
HP:0032318,Family history of heart disease,0.002251998,0.002251998
HP:0007803,Monochromacy,1.00E-05,0.002247997
HP:0008056,Aplasia/Hypoplasia affecting the eye,0,0.002242662
HP:0030789,Excessive cerumen,0.002241995,0.002241995
HP:0000236,Abnormality of the anterior fontanelle,2.00E-06,0.002232659
HP:0001684,Secundum atrial septal defect,0.00222199,0.00222199
HP:0000100,Nephrotic syndrome,0.002215988,0.002216655
HP:0002421,Poor head control,0.002215988,0.002215988
HP:0500094,Latex allergy,0.002207985,0.002207985
HP:0100537,Fasciitis,0.002205318,0.002206652
HP:0100536,Abnormality of the fascia,0,0.002206652
HP:0001929,Reduced factor XI activity,0.002205318,0.002205318
HP:0005534,Transient myeloproliferative syndrome,0.002201984,0.002201984
HP:0003072,Hypercalcemia,0.002199983,0.002199983
HP:0032564,Ileitis,0.002192648,0.002192648
HP:0008513,Bilateral conductive hearing impairment,0.002190647,0.002190647
HP:0011794,Embryonal renal neoplasm,0,0.002187313
HP:0000197,Abnormal parotid gland morphology,0,0.002187313
HP:0002435,Meningocele,0.000660195,0.002186646
HP:0001651,Dextrocardia,0.00082291,0.002185312
HP:0000185,Cleft soft palate,0.000392783,0.002182645
HP:0002619,Varicose veins,0.002174642,0.002174642
HP:0002213,Fine hair,0.002171975,0.002171975
HP:0011992,Abnormality of neutrophil morphology,0,0.002170641
HP:0011447,Hyposegmentation of neutrophil nuclei,0.002170641,0.002170641
HP:0010689,Mirror image polydactyly,0.00216864,0.00216864
HP:0007939,Blue cone monochromacy,0.002165306,0.002165306
HP:0011517,Cone monochromacy,5.33E-06,0.002165306
HP:0011419,Placental abruption,0.002160638,0.002160638
HP:0002092,Pulmonary arterial hypertension,0.002156637,0.002156637
HP:0009804,Reduced number of teeth,0.000106698,0.002155303
HP:0002301,Hemiplegia,0.002141299,0.002141299
HP:0011850,Parotitis,0.00213263,0.00213263
HP:0030051,Tip-toe gait,0.002131963,0.002131963
HP:0000104,Renal agenesis,0.000627519,0.002128629
HP:0410280,Pediatric onset,5.60E-05,0.002127295
HP:0002089,Pulmonary hypoplasia,0.002120626,0.002120626
HP:0031500,Abdominal mass,0.002120626,0.002120626
HP:0008071,Maternal hypertension,0.002119293,0.002119293
HP:0030151,Cholangitis,0.00122903,0.002119293
HP:0001750,Single ventricle,0.002101954,0.002117959
HP:0100012,Neoplasm of the eye,9.40E-05,0.002117959
HP:0012500,Verrucous papule,0.002112624,0.002112624
HP:0003560,Muscular dystrophy,0.002090617,0.002111957
HP:0000172,Abnormality of the uvula,6.67E-07,0.00210929
HP:0040307,Male sexual dysfunction,2.67E-06,0.002106622
HP:0100639,Erectile dysfunction,0.000310758,0.002103955
HP:0030079,Cervix cancer,0.002103288,0.002103288
HP:0008282,Unconjugated hyperbilirubinemia,0.002099954,0.002099954
HP:0025580,Abnormal right atrium morphology,0,0.002097953
HP:0003128,Lactic acidosis,0.002092618,0.002093952
HP:0003396,Syringomyelia,0.002089951,0.002089951
HP:0032301,Genital warts,0.002089284,0.002089284
HP:0100702,Arachnoid cyst,0.002088617,0.002088617
HP:0100700,Abnormal arachnoid mater morphology,0,0.002088617
HP:0012702,Tenesmus,0.002086616,0.002086616
HP:0011492,Abnormality of corneal stroma,0,0.002079281
HP:0001225,Wrist swelling,0.002079281,0.002079281
HP:0001350,Slurred speech,0.002078614,0.002078614
HP:0032323,Periodic fever,0.002056607,0.002070612
HP:0032190,Abnormal meniscus morphology,0,0.002065943
HP:0032191,Torn meniscus,0.002065943,0.002065943
HP:0011337,Abnormality of mouth size,0,0.002063276
HP:0001615,Hoarse cry,0.002059942,0.002059942
HP:0004439,Craniofacial dysostosis,0.001780526,0.002057941
HP:0002126,Polymicrogyria,0.000594175,0.002057274
HP:0011623,Muscular ventricular septal defect,0.0020306,0.002050606
HP:0002381,Aphasia,0.002040603,0.002049939
HP:0011172,Complex febrile seizure,0.001966581,0.002041936
HP:0009027,Foot dorsiflexor weakness,0.002040603,0.002040603
HP:0007759,Opacification of the corneal stroma,0.001872553,0.002039936
HP:0001888,Lymphopenia,0.001950576,0.002036601
HP:0000648,Optic atrophy,0.002029933,0.002029933
HP:0012219,Erythema nodosum,0.002023931,0.002023931
HP:0000303,Mandibular prognathia,0.002021264,0.002021264
HP:0002080,Intention tremor,0.002021264,0.002021264
HP:0003241,External genital hypoplasia,5.27E-05,0.002019263
HP:0033165,Necrotizing enterocolitis,0.002018596,0.002018596
HP:0010769,Pilonidal sinus,0.002013261,0.002013261
HP:0011398,Central hypotonia,0.002011261,0.002011261
HP:0030067,Peripheral primitive neuroectodermal neoplasm,1.13E-05,0.001991922
HP:0012154,Anhedonia,0.001991922,0.001991922
HP:0001961,Hypoplastic heart,0.0004508,0.001991255
HP:0001988,Recurrent hypoglycemia,0.001990588,0.001990588
HP:0000248,Brachycephaly,0.001963913,0.001989921
HP:0030718,Right atrial enlargement,0.00198792,0.00198792
HP:0004376,Neuroblastic tumor,0.00010003,0.001986587
HP:0003678,Rapidly progressive,0.00198592,0.00198592
HP:0002999,Patellar dislocation,0.001984586,0.001984586
HP:0003006,Neuroblastoma,0.001953244,0.001983919
HP:0011330,Metopic synostosis,0.001983919,0.001983919
HP:0004311,Abnormal macrophage morphology,3.33E-06,0.001982586
HP:0002371,Loss of speech,0.001973916,0.001973916
HP:0005321,Mandibulofacial dysostosis,0.001968581,0.001968581
HP:0007099,Arnold-Chiari type I malformation,0.00196458,0.00196458
HP:0200114,Metabolic alkalosis,0.00196258,0.00196258
HP:0012469,Infantile spasms,0.001961246,0.001961246
HP:0007443,Partial albinism,0.001952577,0.001952577
HP:0007544,Piebaldism,0.001952577,0.001952577
HP:0006494,Aplasia/Hypoplasia involving bones of the feet,0,0.001949909
HP:0009794,Branchial anomaly,0.000142709,0.001945908
HP:0008151,Prolonged prothrombin time,0.001939239,0.001939239
HP:0002066,Gait ataxia,0.001764521,0.001933238
HP:0011165,Focal sensory seizure with visual features,0.001932571,0.001932571
HP:0100739,Bulimia,0.001932571,0.001932571
HP:0001482,Subcutaneous nodule,0.001927236,0.001929903
HP:0002457,Abnormal head movements,0.000290753,0.001929236
HP:0410240,Abnormal circulating IgA level,0,0.001924568
HP:0030878,Abnormality on pulmonary function testing,1.60E-05,0.001923902
HP:0000050,Hypoplastic male external genitalia,5.33E-06,0.0019199
HP:0000122,Unilateral renal agenesis,0.001917233,0.001917233
HP:0002539,Cortical dysplasia,0.000928941,0.001907897
HP:0004442,Sagittal craniosynostosis,0.001905229,0.001905229
HP:0030771,Mallet finger,0.001905229,0.001905229
HP:0031728,Mild hypermetropia,0.001904562,0.001904562
HP:0000193,Bifid uvula,0.001891225,0.001891225
HP:0012249,Abnormal ST segment,6.00E-06,0.001889891
HP:0000775,Abnormality of the diaphragm,0.000277415,0.001885223
HP:0007970,Congenital ptosis,0.001879889,0.00188389
HP:0030431,Osteochondroma,0.00188389,0.00188389
HP:0005162,Abnormal left ventricular function,0.001263707,0.001881889
HP:0030182,Tetraplegia/tetraparesis,0,0.001881222
HP:0012842,Skin appendage neoplasm,1.33E-06,0.001881222
HP:0004921,Abnormal magnesium concentration,0,0.001878555
HP:0008625,Severe sensorineural hearing impairment,0.001863217,0.001863217
HP:0032340,Abnormal spirometry test,6.67E-07,0.001860549
HP:0000135,Hypogonadism,0.001764521,0.001853881
HP:0003103,Abnormal cortical bone morphology,0,0.001837209
HP:0002181,Cerebral edema,0.001833875,0.001833875
HP:0200023,Priapism,0.001833208,0.001833208
HP:0005922,Abnormal hand morphology,0,0.001830541
HP:0008223,Compensated hypothyroidism,0.001829207,0.001829207
HP:0004969,Peripheral pulmonary artery stenosis,0.001827206,0.001827206
HP:0004440,Coronal craniosynostosis,0.001763854,0.001826539
HP:0031879,Abnormal eyelid physiology,0,0.001826539
HP:0032040,Abnormal ocular adnexa physiology,0,0.001826539
HP:0005406,Recurrent bacterial skin infections,1.07E-05,0.001822538
HP:0009796,Branchial cyst,0.001818537,0.001818537
HP:0011985,Acholic stools,0.001818537,0.001818537
HP:0032404,Testicular mass,0.001816536,0.001816536
HP:0032256,Histoplasmosis,0.001813202,0.001813202
HP:0000999,Pyoderma,0.001811868,0.001811868
HP:0012727,Thoracic aortic aneurysm,0.000212729,0.001809868
HP:0030903,Grasp reflex,0.001806534,0.001806534
HP:0032940,Dissociative reaction,0.001801865,0.001801865
HP:0100335,Non-midline cleft lip,0,0.001800532
HP:0025424,Abnormal larynx physiology,0,0.001797197
HP:0040133,Abnormal serum ferritin,0,0.001795864
HP:0010775,Vascular ring,0.001795864,0.001795864
HP:0025129,Abnormal small intestinal mucosa morphology,0,0.001793196
HP:0025130,Decreased small intestinal mucosa lactase level,0.001793196,0.001793196
HP:0000384,Preauricular skin tag,0.001789195,0.001789195
HP:0025475,Erythematous macule,0.001789195,0.001789195
HP:0008070,Sparse hair,0.000920939,0.001786528
HP:0100835,Benign neoplasm of the central nervous system,0,0.001780526
HP:0012195,Irregular respiration,0.00177319,0.00177319
HP:0030434,Pilomatrixoma,0.001766522,0.001766522
HP:0040277,Neoplasm of the pituitary gland,0.000592842,0.001765188
HP:0100360,Contractures of the joints of the upper limbs,2.00E-06,0.001762521
HP:0004756,Ventricular tachycardia,0.001757852,0.001761187
HP:0045026,Abnormality of the mediastinum,0,0.00176052
HP:0045027,Abnormality of the thoracic cavity,6.67E-07,0.00176052
HP:0010886,Osteochondritis Dissecans,0.001759186,0.001759186
HP:0004443,Lambdoidal craniosynostosis,0.001756519,0.001756519
HP:0031938,Abnormal conus terminalis morphology,3.33E-06,0.001756519
HP:0002144,Tethered cord,0.001755185,0.001755185
HP:0000556,Retinal dystrophy,0.000414789,0.001754518
HP:0410003,Cleft maxillary alveolus,0.001754518,0.001754518
HP:0031994,Bronchial breath sound,0.001753184,0.001753184
HP:0002171,Gliosis,0.001751851,0.001751851
HP:0012375,Chemosis,0.001751851,0.001751851
HP:0040197,Encephalomalacia,0.001751851,0.001751851
HP:0012411,Premature pubarche,0.001747183,0.001747183
HP:0000099,Glomerulonephritis,0.001486439,0.001737847
HP:0005507,Hemoglobin Barts,0.001736513,0.001736513
HP:0000575,Scotoma,0.001285046,0.001735179
HP:0100827,Lymphocytosis,0.001733179,0.001735179
HP:0032368,Acidemia,0.001627814,0.001734512
HP:0000200,Short lingual frenulum,0.001732512,0.001732512
HP:0025452,Pyoderma gangrenosum,0.00172851,0.00172851
HP:0000776,Congenital diaphragmatic hernia,0.001693167,0.001719174
HP:0002343,Normal pressure hydrocephalus,0.001719174,0.001719174
HP:0001641,Abnormal pulmonary valve morphology,0.000284751,0.001717841
HP:0003834,Shoulder dislocation,0.001711839,0.001715173
HP:0006753,Neoplasm of the stomach,5.00E-05,0.001714506
HP:0032445,Pulmonary cyst,0.000182054,0.001714506
HP:0100314,Cerebral inclusion bodies,0,0.001710505
HP:0004340,Abnormality of vitamin B metabolism,0,0.001709838
HP:0008141,Dislocation of toes,0.001709171,0.001709171
HP:0025587,Hyperdeviation,0.0001127,0.001707171
HP:0000110,Renal dysplasia,0.00170517,0.001705837
HP:0002475,Myelomeningocele,0.001579133,0.001704503
HP:0005731,Cortical irregularity,0.001700502,0.001700502
HP:0032674,Cutaneous wound,0.001700502,0.001700502
HP:0001315,Reduced tendon reflexes,0.0006782,0.001699168
HP:0001607,Subglottic stenosis,0.001699168,0.001699168
HP:0100324,Scleroderma,0.001698502,0.001698502
HP:0000851,Congenital hypothyroidism,0.001687165,0.001687165
HP:0041159,Fractured rib,0.001682497,0.001682497
HP:0000843,Hyperparathyroidism,0.001679829,0.00168183
HP:0030365,Vaginal birth after Caesarian,0.001681163,0.001681163
HP:0000278,Retrognathia,0.001616477,0.001676495
HP:0000267,Cranial asymmetry,0.001651154,0.001674495
HP:0006349,Agenesis of permanent teeth,0.00167116,0.00167116
HP:0011044,Abnormal number of permanent teeth,0,0.00167116
HP:0046507,Bradypnea,0.001666492,0.001666492
HP:0020101,Invasive fungal infection,0.000264745,0.001663825
HP:0011463,Childhood onset,0.001659157,0.001659157
HP:0025590,Abnormal extraocular muscle physiology,0,0.001657823
HP:0031739,Abnormal oblique muscle physiology,0,0.001656489
HP:0002720,Decreased circulating IgA level,0.00164782,0.00164782
HP:0005108,Abnormality of the intervertebral disk,0,0.001643152
HP:0001172,Abnormal thumb morphology,0.000213396,0.001643152
HP:0003042,Elbow dislocation,0.001240366,0.001641818
HP:0011403,Abnormal umbilical cord blood vessels,4.00E-06,0.001638484
HP:0001195,Single umbilical artery,0.001637817,0.001637817
HP:0100625,Enlarged thorax,9.34E-06,0.00163715
HP:0031717,Alternating exotropia,0.00163515,0.00163515
HP:0025586,Hypertropia,0.001631148,0.001631148
HP:0009484,Deviation of the hand or of fingers of the hand,6.67E-07,0.001627814
HP:0100333,Unilateral cleft lip,0.001623146,0.001623146
HP:0012535,Abnormal synaptic transmission,6.67E-07,0.001615144
HP:0003398,Abnormal synaptic transmission at the neuromuscular junction,0,0.001614477
HP:0030191,Abnormal peripheral nervous system synaptic transmission,0,0.001614477
HP:0003473,Fatigable weakness,0.00161381,0.001614477
HP:0005943,Respiratory arrest,0.000854252,0.001611809
HP:0001991,Aplasia/Hypoplasia of toe,0,0.001609809
HP:0025425,Laryngospasm,0.001609142,0.001609142
HP:0030906,Suck reflex,0.001607141,0.001607141
HP:0045017,Congenital malformation of the left heart,6.67E-07,0.001603807
HP:0004383,Hypoplastic left heart,0.00160314,0.00160314
HP:0002589,Gastrointestinal atresia,8.00E-06,0.001599139
HP:0100825,Cheilitis,0.001397746,0.001599139
HP:0005968,Temperature instability,0.001597805,0.001597805
HP:0006961,Jerky head movements,0.001597138,0.001597138
HP:0010499,Patellar subluxation,0.001597138,0.001597138
HP:0001997,Gout,0.00159247,0.00159247
HP:0011705,First degree atrioventricular block,0.001591137,0.001591137
HP:0011217,Abnormal shape of the occiput,1.33E-06,0.001585135
HP:0003701,Proximal muscle weakness,0.000906935,0.001576466
HP:0011868,Sciatica,0.001571798,0.001571798
HP:0011098,Speech apraxia,0.00156913,0.00156913
HP:0002756,Pathologic fracture,0.001564462,0.001564462
HP:0000176,Submucous cleft hard palate,0.001563795,0.001563795
HP:0410031,Submucous cleft of soft and hard palate,0,0.001563795
HP:0001402,Hepatocellular carcinoma,0.001563128,0.001563128
HP:0004097,Deviation of finger,0.000124037,0.001559127
HP:0000436,Abnormality of the nasal tip,6.67E-06,0.001559127
HP:0003199,Decreased muscle mass,0.00155846,0.00155846
HP:0011945,Bronchiolitis obliterans organizing pneumonia,0.00155846,0.00155846
HP:0030811,Tongue pain,0.001557793,0.001557793
HP:0008765,Auditory hallucinations,0.001555793,0.001555793
HP:0011620,Abnormality of abdominal situs,6.67E-07,0.001552458
HP:0002917,Hypomagnesemia,0.001551792,0.001551792
HP:0002558,Supernumerary nipple,0.001551125,0.001551125
HP:0003363,Abdominal situs inversus,0.001549791,0.001549791
HP:0001696,Situs inversus totalis,0.001549791,0.001549791
HP:0410241,Abnormal circulating IgE level,0,0.00154579
HP:0005521,Disseminated intravascular coagulation,0.001545123,0.001545123
HP:0007513,Generalized hypopigmentation,0.001058979,0.001542456
HP:0000534,Abnormal eyebrow morphology,2.00E-06,0.001541789
HP:0012650,Perisylvian polymicrogyria,7.07E-05,0.001541789
HP:0001533,Slender build,0.001540455,0.001540455
HP:0011734,Central adrenal insufficiency,0.001529785,0.001535787
HP:0032177,Parenchymal consolidation,0.001535787,0.001535787
HP:0040115,Abnormality of the Eustachian tube,0,0.00153512
HP:0040269,Blocked Eustachian tube,0.001534453,0.001534453
HP:0002908,Conjugated hyperbilirubinemia,0.001529118,0.001529118
HP:0010953,Noncommunicating hydrocephalus,0.001528451,0.001528451
HP:0002905,Hyperphosphatemia,0.001527785,0.001527785
HP:0003212,Increased circulating IgE level,0.001527118,0.001527118
HP:0008050,Abnormality of the palpebral fissures,6.67E-07,0.001525784
HP:0005948,Multiple pulmonary cysts,8.60E-05,0.001525117
HP:0032794,Myoclonic seizure,0.001478437,0.001523783
HP:0000796,Urethral obstruction,0.000138708,0.001523116
HP:0012126,Stomach cancer,0.001523116,0.001523116
HP:0002841,Recurrent fungal infections,3.40E-05,0.001517782
HP:0003312,Abnormal form of the vertebral bodies,6.67E-06,0.001512447
HP:0031289,White papule,0.001512447,0.001512447
HP:0011412,Ventouse delivery,0.001510446,0.001510446
HP:0032407,Bilateral perisylvian polymicrogyria,0.001510446,0.001510446
HP:0001348,Brisk reflexes,0.001509779,0.001509779
HP:0100336,Bilateral cleft lip,0.001507779,0.001507779
HP:0025421,Pneumomediastinum,0.001506445,0.001506445
HP:0012056,Cutaneous melanoma,0.001474435,0.001503777
HP:0006466,Ankle flexion contracture,0.001502444,0.001502444
HP:0002035,Rectal prolapse,0.001475102,0.001500443
HP:0011220,Prominent forehead,0.001500443,0.001500443
HP:0001552,Barrel-shaped chest,0.001497109,0.001497109
HP:0002445,Tetraplegia,0.001495108,0.001495108
HP:0011787,Central hypothyroidism,0.001030304,0.001494441
HP:0032146,HbC hemoglobin,0.001492441,0.001492441
HP:0004379,Abnormality of alkaline phosphatase level,2.47E-05,0.001491774
HP:0005558,Chronic leukemia,5.07E-05,0.001491107
HP:0031665,Midsystolic murmur,0.001489773,0.001489773
HP:0000072,Hydroureter,0.001487106,0.001487106
HP:0012103,Abnormality of the mitochondrion,4.67E-05,0.001486439
HP:0001605,Vocal cord paralysis,0.001313054,0.001485772
HP:0011131,Perianal rash,0.001485772,0.001485772
